,open,high,low,close,volume,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
1394,24642.2,24642.5,24614.3,24621.4,0,24634.77,24637.55,24656.12,24650.78,24673.92,24665.44,24682.54,24693.84,24747.32,24741.68,24839.35,24824.05,-16.64,-10.91,-5.73,35.12,37.62,10.25,10.27,-93.71,-107.55,41.82,9.09,32.55,-75.85,-0.31,-0.01,23.33,24731.27,24673.92,24616.57,0.46,4.21,24727.15,24608.3,0.43,0.05,-3.34,0.45,-1,0,0,0,0,-0.09,0.09,0.11,0.08,0.0,0.03,0.0,0.0,-1,-1,-0.21,-0.18,0.12,0.12
1395,24621.9,24639.7,24621.9,24637.45,0,24635.68,24637.51,24648.94,24648.36,24672.1,24662.77,24680.62,24691.63,24745.4,24739.61,24837.33,24822.19,-16.79,-12.08,-4.7,40.69,41.27,13.83,12.0,-79.49,-79.17,42.86,8.57,30.7,-71.8,-0.29,-0.01,22.97,24731.61,24672.1,24612.58,0.48,20.89,24727.15,24608.3,0.36,0.12,-3.86,0.56,-1,0,0,0,0,0.07,0.07,0.07,0.06,0.01,0.0,0.0,0.0,-1,-1,-0.14,-0.1,0.09,0.12
1396,24637.6,24645.65,24616.45,24645.25,0,24636.89,24640.09,24643.3,24647.79,24670.07,24661.1,24679.38,24689.81,24743.37,24737.74,24835.3,24820.43,-16.09,-12.88,-3.2,43.24,42.98,18.08,14.05,-72.57,-65.06,43.28,9.62,27.97,-56.45,-0.23,-0.01,23.41,24730.35,24670.07,24609.8,0.49,29.41,24727.15,24614.3,0.33,0.13,-4.03,0.59,-1,0,1,0,0,0.03,0.03,0.12,0.03,0.0,0.09,0.0,0.0,-1,-1,-0.1,-0.06,0.05,0.13
1397,24645.05,24653.9,24638.45,24647.15,0,24638.77,24642.45,24641.56,24647.68,24669.25,24659.77,24677.91,24688.14,24741.39,24735.95,24833.25,24818.71,-15.2,-13.35,-1.85,43.87,43.4,25.68,19.2,-70.89,-32.64,42.96,11.74,26.62,-17.4,-0.07,-0.01,22.85,24730.3,24669.25,24608.2,0.49,31.9,24727.15,24614.3,0.32,0.13,-4.46,0.71,-1,0,0,0,0,0.01,0.01,0.06,0.01,0.03,0.03,0.0,0.0,-1,-1,-0.09,-0.05,0.04,0.13
1398,24647.05,24652.7,24635.45,24650.75,0,24640.4,24645.21,24640.82,24648.24,24666.26,24658.91,24676.78,24686.67,24739.56,24734.26,24831.17,24817.03,-14.05,-13.49,-0.56,45.12,44.21,30.65,24.8,-64.59,-25.81,42.78,11.09,26.11,-7.3,-0.03,-0.01,22.45,24724.76,24666.26,24607.77,0.47,36.74,24727.15,24614.3,0.31,0.15,-4.07,0.65,-1,0,0,0,0,0.01,0.01,0.07,0.02,0.01,0.05,0.0,0.0,-1,-1,-0.06,-0.03,0.04,0.12
1399,24650.8,24660.25,24646.2,24658.6,0,24647.84,24649.68,24641.3,24650.12,24664.38,24658.88,24676.0,24685.57,24737.76,24732.76,24829.16,24815.46,-12.36,-13.26,0.9,47.84,46.0,35.85,30.73,-56.97,21.9,41.95,13.05,24.91,4.8,0.02,-0.01,21.85,24721.27,24664.38,24607.48,0.46,44.92,24727.15,24614.3,0.28,0.18,-3.71,0.56,-1,0,0,0,0,0.03,0.03,0.06,0.03,0.01,0.02,0.0,0.0,-1,-1,-0.02,-0.0,0.04,0.12
1400,24658.65,24693.7,24658.65,24687.6,0,24657.87,24662.32,24646.78,24656.93,24664.52,24661.62,24675.83,24685.65,24736.32,24731.87,24827.32,24814.19,-8.58,-12.33,3.74,56.45,51.96,53.8,40.1,-17.03,171.59,38.97,22.1,22.17,54.7,0.22,-0.01,22.79,24721.64,24664.52,24607.4,0.46,70.2,24727.15,24614.3,0.16,0.3,-3.06,0.38,-1,0,0,0,0,0.12,0.12,0.14,0.12,0.02,0.0,0.0,0.0,-1,-1,0.09,0.11,0.07,0.12
1401,24688.1,24697.55,24673.3,24697.5,0,24668.32,24674.04,24652.6,24664.31,24664.69,24665.04,24676.05,24686.12,24735.4,24731.19,24825.52,24813.02,-4.73,-10.81,6.07,58.94,53.79,75.31,54.99,-0.06,199.54,36.38,21.63,20.49,58.3,0.24,-0.01,22.9,24722.17,24664.69,24607.21,0.47,78.54,24727.15,24614.3,0.12,0.34,-2.12,0.18,-1,0,0,0,0,0.04,0.04,0.1,0.04,0.0,0.06,0.0,0.0,1,-1,0.13,0.13,0.09,0.12
1402,24697.85,24698.45,24683.65,24683.65,0,24675.62,24677.25,24657.2,24667.83,24664.46,24666.81,24676.35,24686.02,24734.41,24730.25,24823.63,24811.74,-2.77,-9.2,6.43,54.26,50.94,88.44,72.52,-17.59,156.25,34.02,20.89,19.52,45.9,0.19,-0.01,22.32,24721.61,24664.46,24607.32,0.46,66.79,24727.15,24614.3,0.18,0.28,-1.47,0.09,-1,0,0,0,1,-0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,1,-1,0.08,0.07,0.1,0.12
1403,24683.95,24703.35,24682.65,24701.75,0,24685.82,24685.41,24663.11,24673.99,24663.41,24670.14,24676.92,24686.64,24733.57,24729.68,24821.86,24810.64,0.24,-7.31,7.56,58.85,54.26,93.52,85.76,-1.8,140.96,32.11,21.08,18.22,59.15,0.24,-0.01,22.2,24716.86,24663.41,24609.95,0.43,85.86,24727.15,24614.3,0.1,0.35,-0.02,0.0,-1,0,0,0,0,0.07,0.07,0.08,0.07,0.01,0.01,0.0,0.0,1,-1,0.16,0.13,0.11,0.11
1404,24700.8,24705.45,24691.6,24692.2,0,24692.54,24687.68,24670.19,24677.3,24663.16,24672.24,24677.4,24686.86,24732.05,24728.94,24819.93,24809.46,1.84,-5.48,7.32,55.68,52.3,88.69,90.22,-14.54,111.88,30.45,20.8,17.39,70.8,0.29,-0.01,21.61,24716.01,24663.16,24610.3,0.43,77.48,24717.25,24614.3,0.1,0.32,0.93,0.04,1,0,0,0,0,-0.04,0.04,0.06,0.03,0.02,0.0,0.0,0.0,1,-1,0.12,0.08,0.1,0.11
1405,24692.7,24693.05,24672.1,24675.3,0,24690.08,24683.55,24673.98,24676.94,24661.46,24672.53,24677.25,24686.4,24730.54,24727.88,24817.81,24808.13,1.72,-4.04,5.76,50.48,49.01,83.53,88.58,-33.08,54.3,28.84,19.36,22.64,37.85,0.15,-0.01,21.56,24710.31,24661.46,24612.6,0.4,64.17,24717.25,24614.3,0.17,0.25,1.83,0.19,1,0,0,0,0,-0.07,0.07,0.08,0.07,0.0,0.01,0.0,0.0,1,-1,0.06,0.01,0.09,0.1
1406,24676.95,24682.85,24665.8,24675.6,0,24685.7,24680.9,24677.01,24676.7,24660.15,24672.82,24676.84,24685.98,24729.45,24726.84,24815.73,24806.81,1.63,-2.91,4.54,50.57,49.07,73.21,81.81,-32.75,32.7,27.67,18.25,23.46,30.35,0.12,-0.01,21.24,24705.94,24660.15,24614.37,0.37,66.87,24705.45,24614.3,0.12,0.25,2.66,0.45,1,1,0,0,0,0.0,0.0,0.07,0.01,0.02,0.04,0.01,0.0,1,1,0.06,0.01,0.08,0.1
1407,24674.95,24688.8,24669.55,24674.35,0,24683.84,24678.72,24679.73,24676.27,24660.64,24672.97,24676.79,24685.52,24728.06,24725.8,24813.75,24805.49,1.45,-2.03,3.48,50.17,48.82,66.68,74.48,-34.12,34.73,26.19,19.08,21.93,27.2,0.11,-0.01,21.1,24706.81,24660.64,24614.47,0.37,64.84,24705.45,24614.3,0.13,0.24,2.94,0.54,1,1,0,0,0,-0.01,0.01,0.08,0.0,0.06,0.02,0.0,0.0,1,1,0.06,0.01,0.07,0.1
1408,24674.65,24676.55,24667.2,24673.25,0,24678.14,24676.89,24681.98,24675.72,24661.4,24672.99,24676.84,24685.04,24726.67,24724.76,24811.63,24804.18,1.2,-1.39,2.58,49.8,48.59,65.65,68.52,-36.18,10.45,24.95,18.45,22.04,22.5,0.09,-0.01,20.26,24707.88,24661.4,24614.93,0.38,62.75,24705.45,24614.3,0.13,0.24,3.08,0.58,1,0,0,0,0,-0.0,0.0,0.04,0.01,0.01,0.02,0.0,0.0,1,1,0.05,0.0,0.05,0.1
1409,24672.9,24676.8,24664.7,24664.9,0,24672.68,24672.9,24682.61,24673.75,24661.96,24672.22,24676.54,24684.25,24725.29,24723.58,24809.48,24802.79,0.32,-1.05,1.37,46.94,46.84,61.38,64.57,-45.56,-13.76,23.95,17.64,21.98,6.3,0.03,-0.01,19.67,24708.32,24661.96,24615.6,0.38,53.17,24705.45,24614.3,0.16,0.21,3.01,0.56,1,0,0,0,0,-0.03,0.03,0.05,0.03,0.02,0.0,0.0,0.0,1,1,0.01,-0.03,0.05,0.1
1410,24665.25,24689.1,24662.95,24687.5,0,24675.12,24677.76,24682.6,24676.25,24664.69,24673.68,24676.79,24684.38,24724.01,24722.86,24807.46,24801.64,1.43,-0.55,1.98,54.55,51.78,64.21,63.75,-25.64,25.4,22.32,20.36,19.94,-0.1,-0.0,-0.01,20.14,24710.31,24664.69,24619.07,0.37,75.0,24705.45,24614.3,0.07,0.3,2.91,0.54,1,0,0,0,0,0.09,0.09,0.11,0.09,0.01,0.01,0.0,0.0,1,1,0.09,0.06,0.05,0.09
1411,24687.6,24702.15,24686.75,24695.05,0,24679.01,24683.53,24682.36,24679.67,24667.48,24675.71,24677.1,24684.8,24722.69,24722.31,24805.46,24800.58,2.89,0.14,2.75,56.78,53.3,71.31,65.63,-14.86,98.11,21.58,23.94,18.83,-2.45,-0.01,-0.01,19.8,24713.35,24667.48,24621.61,0.37,80.05,24705.45,24614.3,0.04,0.33,2.94,0.55,1,0,0,0,0,0.03,0.03,0.06,0.03,0.03,0.0,0.0,0.0,1,1,0.11,0.08,0.05,0.1
1412,24696.1,24705.4,24690.1,24701.9,0,24684.52,24689.65,24684.18,24683.71,24670.69,24678.21,24677.31,24685.47,24721.26,24721.91,24803.57,24799.6,4.54,1.02,3.53,58.75,54.66,84.5,73.34,-5.99,111.75,21.07,23.79,17.77,18.25,0.07,-0.0,19.48,24716.77,24670.69,24624.61,0.37,83.87,24705.45,24614.3,0.01,0.35,2.97,0.55,1,0,0,0,0,0.03,0.03,0.06,0.02,0.01,0.02,0.0,0.0,1,1,0.13,0.1,0.05,0.1
1413,24702.7,24707.4,24691.85,24692.05,0,24688.28,24690.45,24683.21,24685.23,24673.16,24679.53,24677.7,24685.73,24719.52,24721.32,24801.65,24798.53,5.0,1.82,3.19,54.87,52.35,82.55,79.46,-31.49,85.91,20.71,23.16,16.75,-9.7,-0.04,-0.0,19.2,24718.24,24673.16,24628.08,0.37,70.95,24707.4,24614.3,0.06,0.31,2.83,0.52,1,0,0,0,1,-0.04,0.04,0.06,0.04,0.02,0.0,0.0,0.0,1,1,0.08,0.05,0.05,0.09
1414,24691.85,24699.85,24685.65,24696.65,0,24694.63,24692.52,24683.66,24687.3,24676.92,24681.16,24678.03,24686.15,24717.73,24720.83,24799.7,24797.52,5.67,2.59,3.09,56.32,53.32,79.45,82.17,-24.18,55.71,19.89,21.91,18.2,4.45,0.02,-0.0,18.84,24716.3,24676.92,24637.55,0.32,75.05,24707.4,24616.45,0.04,0.32,2.35,0.47,1,0,0,0,0,0.02,0.02,0.06,0.02,0.01,0.03,0.0,0.0,1,1,0.08,0.06,0.05,0.08
1415,24696.55,24703.25,24694.45,24697.2,0,24696.57,24694.08,24685.84,24689.1,24679.91,24682.68,24678.05,24686.59,24715.99,24720.36,24797.76,24796.52,6.18,3.31,2.87,56.5,53.44,73.79,78.6,-22.95,77.31,19.35,22.49,17.56,21.9,0.09,-0.0,18.12,24715.76,24679.91,24644.06,0.29,74.11,24707.4,24616.45,0.04,0.33,2.01,0.42,1,1,0,0,0,0.0,0.0,0.04,0.0,0.02,0.01,0.0,0.0,1,1,0.07,0.06,0.05,0.07
1416,24697.75,24709.0,24695.45,24704.4,0,24698.44,24697.52,24688.72,24691.89,24682.87,24684.75,24678.07,24687.29,24714.41,24720.05,24795.91,24795.6,7.08,4.06,3.02,58.89,55.01,80.96,78.07,-9.99,93.62,19.21,23.57,16.61,28.8,0.12,-0.0,17.8,24716.48,24682.87,24649.25,0.27,82.03,24709.0,24635.45,0.02,0.28,1.81,0.39,1,0,0,0,0,0.03,0.03,0.05,0.03,0.02,0.01,0.0,0.0,1,1,0.09,0.08,0.05,0.07
1417,24703.15,24715.9,24683.7,24697.95,0,24697.65,24697.66,24691.08,24692.99,24685.41,24686.01,24678.41,24687.7,24713.1,24719.61,24794.08,24794.63,7.19,4.68,2.5,55.93,53.32,77.72,77.49,-33.9,67.31,18.13,20.69,19.04,23.6,0.1,-0.0,18.82,24715.32,24685.41,24655.5,0.24,70.97,24715.9,24635.45,0.07,0.25,1.47,0.32,1,0,0,0,0,-0.03,0.03,0.13,0.02,0.05,0.06,0.0,0.01,1,1,0.05,0.05,0.05,0.06
1418,24698.15,24705.7,24694.9,24701.85,0,24699.61,24699.06,24693.94,24694.6,24687.96,24687.52,24678.7,24688.26,24711.92,24719.26,24792.32,24793.71,7.5,5.25,2.25,57.33,54.21,76.53,78.4,-26.53,73.59,17.14,19.82,18.23,28.6,0.12,-0.0,18.25,24714.08,24687.96,24661.84,0.21,76.58,24715.9,24646.2,0.06,0.23,1.15,0.26,1,0,0,0,0,0.02,0.02,0.04,0.01,0.02,0.01,0.0,0.0,1,1,0.06,0.06,0.05,0.05
1419,24701.0,24710.9,24698.15,24710.6,0,24702.4,24702.91,24698.52,24697.51,24690.56,24689.72,24678.9,24689.14,24711.2,24719.08,24790.62,24792.88,8.36,5.87,2.49,60.37,56.19,76.52,76.92,-10.01,95.39,16.58,20.89,17.3,45.7,0.19,-0.0,17.86,24714.76,24690.56,24666.37,0.2,91.41,24715.9,24658.65,0.02,0.21,1.01,0.23,1,0,0,0,0,0.04,0.04,0.05,0.04,0.0,0.01,0.0,0.0,1,1,0.08,0.08,0.03,0.05
1420,24711.6,24714.45,24705.05,24708.55,0,24704.67,24704.79,24700.62,24699.52,24691.61,24691.51,24679.22,24689.9,24710.18,24718.88,24788.82,24792.04,8.77,6.45,2.32,59.3,55.6,83.19,78.75,-13.88,105.06,16.32,21.55,16.63,21.05,0.09,-0.0,17.25,24716.99,24691.61,24666.23,0.21,83.38,24715.9,24662.95,0.03,0.18,1.22,0.31,1,0,0,0,0,-0.01,0.01,0.04,0.01,0.01,0.01,0.0,0.0,1,1,0.07,0.07,0.02,0.05
1421,24709.05,24711.85,24702.95,24708.25,0,24705.44,24705.94,24701.94,24701.1,24692.15,24693.1,24679.66,24690.62,24708.99,24718.67,24787.02,24791.21,8.97,6.96,2.02,59.14,55.51,87.22,82.31,-14.45,89.87,15.88,20.72,16.9,13.2,0.05,-0.0,16.66,24718.44,24692.15,24665.86,0.21,80.62,24715.9,24662.95,0.03,0.18,1.55,0.46,1,1,0,0,0,-0.0,0.0,0.04,0.0,0.01,0.02,0.0,0.0,1,1,0.07,0.06,0.02,0.05
1422,24708.2,24729.8,24707.5,24728.0,0,24711.45,24713.29,24704.55,24705.99,24694.36,24696.43,24680.62,24692.08,24708.14,24718.85,24785.31,24790.58,10.61,7.69,2.92,65.86,59.97,89.66,86.69,-2.69,184.12,16.63,26.3,15.32,26.1,0.11,-0.0,17.06,24724.6,24694.36,24664.13,0.24,105.62,24729.8,24662.95,0.01,0.26,1.93,0.54,1,0,0,1,0,0.08,0.08,0.09,0.08,0.01,0.0,0.0,0.0,1,1,0.14,0.13,0.04,0.06
1423,24727.8,24738.0,24721.5,24734.7,0,24718.02,24720.43,24708.82,24711.21,24696.01,24700.07,24681.69,24693.75,24707.5,24719.16,24783.7,24790.02,12.3,8.61,3.69,67.79,61.35,92.82,89.9,-4.4,215.18,17.76,27.92,14.26,42.65,0.17,-0.0,17.02,24730.91,24696.01,24661.12,0.28,105.43,24738.0,24662.95,0.01,0.29,2.63,0.75,1,0,0,0,0,0.03,0.03,0.07,0.03,0.01,0.03,0.0,0.0,1,1,0.16,0.14,0.05,0.07
1424,24734.75,24742.7,24729.8,24733.65,0,24722.63,24724.84,24712.52,24715.29,24698.08,24703.27,24682.84,24695.32,24706.76,24719.45,24782.08,24789.46,13.4,9.57,3.83,67.15,61.01,92.52,91.67,-15.34,187.81,19.03,28.39,13.47,37.0,0.15,-0.0,16.73,24736.57,24698.08,24659.6,0.31,96.21,24742.7,24662.95,0.04,0.29,3.1,0.86,1,1,0,0,0,-0.0,0.0,0.05,0.0,0.03,0.02,0.0,0.0,1,1,0.14,0.12,0.06,0.08
1425,24733.7,24742.15,24727.2,24728.8,0,24726.68,24726.16,24715.68,24717.75,24700.76,24705.7,24683.94,24696.63,24705.94,24719.64,24780.46,24788.86,13.72,10.4,3.32,64.13,59.38,85.57,90.3,-23.56,130.28,19.95,26.57,13.72,31.6,0.13,-0.0,16.6,24739.97,24700.76,24661.55,0.32,85.76,24742.7,24662.95,0.06,0.27,3.18,0.88,1,0,0,0,0,-0.02,0.02,0.06,0.02,0.03,0.01,0.0,0.0,1,1,0.11,0.09,0.06,0.08
1426,24728.3,24739.1,24728.25,24734.95,0,24732.02,24729.09,24718.73,24720.88,24703.73,24708.49,24684.92,24698.13,24705.1,24719.94,24779.46,24788.32,14.31,11.18,3.13,66.21,60.77,82.66,86.92,-13.14,108.33,20.8,25.29,13.07,30.55,0.12,-0.0,16.19,24743.84,24703.73,24663.61,0.32,88.92,24742.7,24662.95,0.03,0.29,3.27,0.89,1,0,0,1,0,0.02,0.02,0.04,0.03,0.02,0.0,0.0,0.0,1,1,0.13,0.11,0.06,0.08
1427,24735.0,24765.45,24734.45,24760.05,0,24738.43,24739.41,24724.94,24728.0,24708.01,24713.4,24686.85,24700.56,24704.56,24720.73,24778.6,24788.04,16.61,12.26,4.34,73.06,65.79,85.57,84.6,-6.61,155.6,22.79,32.96,11.39,62.1,0.25,-0.0,17.25,24752.71,24708.01,24663.32,0.36,108.21,24765.45,24662.95,0.02,0.39,3.61,0.87,1,0,0,0,0,0.1,0.1,0.13,0.1,0.02,0.0,0.0,0.0,1,1,0.21,0.19,0.07,0.09
1428,24760.0,24763.45,24736.6,24758.4,0,24743.17,24745.74,24730.6,24733.53,24712.27,24717.68,24687.81,24702.83,24703.96,24721.48,24777.44,24787.75,18.09,13.43,4.66,72.03,65.22,90.55,86.26,-8.62,127.63,24.64,29.43,10.17,56.55,0.23,-0.0,17.93,24759.08,24712.27,24665.46,0.38,99.27,24765.45,24662.95,0.03,0.39,3.78,0.87,1,1,0,0,0,-0.01,0.01,0.11,0.01,0.01,0.09,0.0,0.0,1,1,0.19,0.16,0.07,0.1
1429,24758.65,24760.75,24750.65,24758.85,0,24748.21,24750.11,24735.42,24738.13,24716.97,24721.6,24689.06,24705.03,24703.42,24722.22,24776.48,24787.46,19.08,14.56,4.52,72.14,65.3,92.23,89.45,-8.07,120.8,26.35,28.21,9.75,48.25,0.2,0.0,17.37,24762.66,24716.97,24671.27,0.37,95.83,24765.45,24662.95,0.03,0.39,3.7,0.87,1,1,0,0,0,0.0,0.0,0.04,0.0,0.01,0.03,0.0,0.0,1,1,0.17,0.15,0.08,0.09
1430,24758.5,24778.15,24757.75,24774.7,0,24757.39,24758.31,24742.04,24744.78,24721.33,24726.66,24690.86,24707.76,24703.16,24723.26,24775.49,24787.33,20.9,15.83,5.07,75.93,68.24,93.22,92.0,-3.65,144.97,28.56,32.94,8.94,66.15,0.27,0.0,17.59,24771.38,24721.33,24671.28,0.4,103.32,24778.15,24683.7,0.01,0.37,4.06,0.88,1,0,0,0,0,0.06,0.06,0.08,0.07,0.01,0.0,0.0,0.0,1,1,0.22,0.19,0.08,0.1
1431,24775.05,24796.1,24768.6,24794.95,0,24769.39,24770.52,24750.7,24753.9,24726.32,24733.17,24692.88,24711.18,24703.11,24724.68,24774.83,24787.41,23.7,17.4,6.3,79.72,71.48,95.71,93.72,-1.14,168.06,31.1,36.41,7.98,86.7,0.35,0.0,18.3,24784.21,24726.32,24668.43,0.47,109.27,24796.1,24683.7,0.0,0.45,4.7,0.88,1,0,0,0,0,0.08,0.08,0.11,0.08,0.0,0.03,0.0,0.0,1,1,0.28,0.25,0.09,0.12
1432,24795.65,24795.65,24780.3,24785.0,0,24774.38,24775.35,24756.4,24759.56,24730.48,24738.1,24694.81,24714.07,24702.92,24725.87,24774.14,24787.38,24.84,18.89,5.95,73.59,67.91,94.63,94.52,-11.33,135.38,33.45,34.2,7.5,57.0,0.23,0.0,18.09,24792.54,24730.48,24668.42,0.5,93.93,24796.1,24683.7,0.04,0.41,5.15,0.92,1,0,0,0,0,-0.04,0.04,0.06,0.04,0.0,0.02,0.0,0.0,1,1,0.22,0.19,0.09,0.13
1433,24785.2,24810.3,24784.95,24802.75,0,24783.25,24784.48,24763.21,24767.41,24736.01,24744.26,24696.41,24717.55,24702.76,24727.4,24773.54,24787.54,26.86,20.48,6.38,76.99,70.66,93.5,94.61,-7.03,142.37,35.97,36.5,6.77,68.05,0.28,0.0,18.61,24802.93,24736.01,24669.09,0.54,99.86,24810.3,24683.7,0.03,0.48,5.58,0.92,1,0,0,0,0,0.07,0.07,0.1,0.07,0.03,0.0,0.0,0.0,1,1,0.27,0.24,0.11,0.14
1434,24802.95,24805.25,24793.9,24796.85,0,24790.85,24788.6,24769.53,24772.76,24741.02,24749.27,24698.4,24720.66,24702.73,24728.77,24772.88,24787.63,27.67,21.92,5.75,73.59,68.61,89.7,92.61,-12.53,120.69,38.31,34.86,6.46,63.2,0.26,0.0,18.09,24810.36,24741.02,24671.68,0.56,90.26,24810.3,24683.7,0.05,0.46,5.82,0.94,1,0,0,0,0,-0.02,0.02,0.05,0.02,0.01,0.01,0.0,0.0,1,1,0.23,0.19,0.1,0.14
1435,24796.95,24803.15,24790.35,24798.35,0,24795.58,24791.85,24776.48,24777.41,24746.08,24753.94,24700.18,24723.71,24702.76,24730.15,24772.23,24787.74,28.1,23.16,4.95,73.91,68.85,89.6,90.94,-11.62,98.03,40.05,33.06,7.56,69.55,0.28,0.0,17.71,24816.64,24746.08,24675.52,0.57,87.04,24810.3,24683.7,0.05,0.46,5.95,0.95,1,0,0,0,0,0.01,0.01,0.05,0.01,0.02,0.03,0.0,0.0,1,1,0.21,0.18,0.09,0.15
1436,24799.15,24814.6,24798.25,24802.9,0,24797.17,24795.54,24783.28,24782.05,24751.0,24758.6,24702.21,24726.81,24702.96,24731.59,24771.68,24787.89,28.49,24.22,4.26,74.89,69.59,87.76,89.02,-12.57,102.12,41.97,35.52,7.06,67.95,0.27,0.0,17.61,24822.98,24751.0,24679.03,0.58,86.05,24814.6,24683.7,0.05,0.48,6.1,0.96,1,0,0,0,0,0.02,0.02,0.07,0.02,0.05,0.0,0.0,0.0,1,1,0.21,0.18,0.08,0.15
1437,24802.55,24817.6,24794.25,24814.8,0,24803.13,24801.96,24788.76,24788.0,24756.85,24763.96,24705.21,24730.26,24703.25,24733.24,24771.24,24788.15,29.41,25.26,4.15,77.28,71.46,90.9,89.42,-3.1,97.05,43.27,32.23,7.99,54.75,0.22,0.0,18.02,24829.61,24756.85,24684.08,0.59,89.82,24817.6,24694.9,0.01,0.48,6.18,0.96,1,0,0,0,0,0.05,0.05,0.09,0.05,0.01,0.03,0.0,0.0,1,1,0.23,0.21,0.08,0.15
1438,24814.95,24820.3,24808.05,24819.1,0,24806.4,24807.67,24794.82,24793.66,24762.71,24769.21,24708.43,24733.75,24703.58,24734.94,24771.02,24788.46,30.15,26.24,3.91,78.1,72.12,94.35,91.0,-1.29,101.93,44.57,31.72,7.6,60.7,0.25,0.0,17.61,24835.7,24762.71,24689.72,0.59,88.63,24820.3,24698.15,0.0,0.49,6.2,0.96,1,0,0,0,0,0.02,0.02,0.05,0.02,0.0,0.03,0.0,0.0,1,1,0.23,0.2,0.07,0.15
1439,24819.25,24828.15,24808.45,24808.45,0,24808.72,24807.93,24799.78,24796.35,24767.6,24772.95,24711.53,24736.68,24703.72,24736.39,24770.69,24788.66,29.53,26.9,2.63,71.29,68.07,91.96,92.41,-19.72,92.56,45.99,32.37,6.99,49.6,0.2,0.0,17.76,24839.07,24767.6,24696.14,0.58,78.58,24828.15,24702.95,0.08,0.43,6.03,0.95,1,0,0,0,1,-0.04,0.04,0.08,0.04,0.04,0.0,0.0,0.0,1,1,0.16,0.14,0.05,0.15
1440,24808.75,24809.95,24772.7,24785.8,0,24806.21,24800.55,24800.89,24794.43,24771.46,24774.17,24714.58,24738.6,24703.65,24737.37,24770.26,24788.63,26.9,26.9,0.0,59.42,60.5,77.93,88.08,-45.2,4.44,43.99,27.87,19.36,11.1,0.04,0.01,19.15,24837.92,24771.46,24705.01,0.54,60.79,24828.15,24702.95,0.17,0.33,5.36,0.86,1,0,0,0,0,-0.09,0.09,0.15,0.09,0.0,0.05,0.0,0.0,1,1,0.06,0.05,0.05,0.14
1441,24785.9,24794.05,24778.35,24791.8,0,24803.99,24797.64,24800.58,24793.95,24775.64,24775.85,24717.64,24740.69,24703.7,24738.45,24769.89,24788.66,25.01,26.52,-1.51,61.26,61.69,65.13,78.34,-39.71,-12.15,42.14,26.22,18.21,-3.15,-0.01,0.01,18.9,24835.89,24775.64,24715.39,0.49,63.41,24828.15,24707.5,0.15,0.34,4.65,0.79,1,0,0,0,0,0.02,0.02,0.06,0.02,0.01,0.03,0.0,0.0,1,1,0.07,0.06,0.05,0.12
1442,24792.35,24794.3,24771.8,24773.8,0,24795.79,24789.69,24799.46,24790.29,24777.93,24775.65,24720.36,24741.99,24703.72,24739.15,24769.5,24788.52,21.81,25.58,-3.76,53.44,56.36,48.32,63.79,-70.13,-65.37,39.94,24.02,19.12,-11.2,-0.05,0.01,19.16,24834.11,24777.93,24721.76,0.45,46.32,24828.15,24721.5,0.22,0.21,3.87,0.63,1,0,0,0,1,-0.07,0.07,0.09,0.07,0.01,0.01,0.0,0.0,1,1,-0.02,-0.01,0.05,0.12
1443,24774.8,24792.95,24772.85,24792.0,0,24790.37,24790.46,24798.38,24790.6,24780.8,24777.21,24723.35,24743.95,24704.19,24740.2,24769.09,24788.55,20.51,24.57,-4.05,59.12,60.02,46.27,53.24,-51.35,-54.17,37.89,22.22,17.69,-10.75,-0.04,0.01,19.23,24833.6,24780.8,24727.99,0.43,60.61,24828.15,24727.2,0.15,0.26,3.39,0.55,1,0,0,0,0,0.07,0.07,0.08,0.07,0.0,0.01,0.0,0.0,1,1,0.05,0.06,0.05,0.11
1444,24791.0,24803.55,24782.75,24793.05,0,24787.29,24791.32,24798.0,24791.04,24783.77,24778.72,24726.78,24745.87,24704.66,24741.24,24768.68,24788.6,19.34,23.52,-4.18,59.43,60.23,39.86,44.82,-58.94,-23.93,36.61,24.43,16.34,-3.8,-0.02,0.01,19.34,24832.13,24783.77,24735.41,0.39,59.6,24828.15,24727.2,0.14,0.27,2.82,0.45,1,1,0,0,0,0.0,0.0,0.08,0.01,0.04,0.03,0.0,0.0,1,1,0.04,0.06,0.06,0.1
